Id,PostTypeId,AcceptedAnswerId,positionOfAnswer,answerCreationDate,delayBetweenQuestionCreationAndAnswerCreation,ParentId,CreationDate,DeletionDate,Score,ViewCount,OwnerUserId,OwnerDisplayName,LastEditorUserId,LastEditorDisplayName,LastEditDate,LastActivityDate,Title,Tags,AnswerCount,Category
51988532,1,51988806,1064,8/23/2018 15:01:00,0,,"43335,61708",,6,308,1270257,,1963973,,"43335,86946","43335,86946",Getting a Singleton in Kotlin,<kotlin>,2,Modify
51309576,1,52085011,1065,8/29/2018 19:42:14,1156,,"43293,64824",,1,234,3130972,,3130972,,"43299,6184","43341,821",Why is IdlingResource null in Espresso tests on Android API 22?,<java><android><junit><android-espresso>,2,Modify
52441736,1,52446017,1071,9/21/2018 14:36:39,4,,"43364,43663",,4,469,7775572,,7775572,,"43364,48891","43375,24505",Android. Could not instantiate Worker,<android><dagger-2><android-room><android-architecture-components><android-workmanager>,2,Modify
52873173,1,52897124,1080,10/19/2018 17:16:45,29,,"43391,4875",,20,3401,10518087,,10518087,,"43392,70983","43525,46916",Migrating Junit4 tests to androidx: What causes 'delegate runner could not be loaded'?,<android><android-studio><junit><junit4><androidx>,5,Modify
52873328,1,52943251,1081,10/23/2018 7:18:44,115,,"43391,49325",,1,195,4291264,,4291264,,"43392,47652","43396,30468",Android instant app permission request dialog not shown,<android><android-permissions><android-instant-apps>,2,Modify
44497929,1,52966077,1082,10/24/2018 9:56:07,11974,,"42898,46394",,2,3333,2291718,,2291718,,"42901,59664","43397,41397",Digital Assets Link link to my website,<android><google-console-developer><android-instant-apps>,7,Modify
52972693,1,53040454,1083,10/29/2018 7:12:22,111,,"43397,64119",,1,117,4291264,,,,,"43402,31429",AndroidAnnotations + Instant App - The generated <applicationId>.R class cannot be found,<android><android-annotations><android-instant-apps>,2,Modify
53051745,1,53052560,1084,10/29/2018 19:32:41,1,,"43402,77214",,2,259,10575618,,,,,"43402,81436",Android NDK - IMPORT shared library from source code,<android><c++><cmake><android-ndk><.so>,1,Modify
53193247,1,53341010,1086,11/16/2018 15:37:09,215,,"43411,66898",,2,1575,1965914,,1043380,,"43412,70022","43420,6508",Android Instrumentation Testing: No instrumentation registered Error,<java><android><android-studio><android-espresso>,1,Modify
53372539,1,53390772,1087,11/20/2018 10:17:09,23,,"43423,43267",,5,1017,3795043,,3795043,,"43431,69021","43443,78995",Navigation graph with multiple top level destinations,<android><android-navigation-drawer><android-navigation><android-jetpack>,2,Modify
53931191,1,53954074,1090,12/28/2018 5:32:53,42,,"43460,46159",,1,51,9180439,,,,,"43462,29976",How to ON or OFF audio recording using MediaRecorder,<java><android><audio><android-mediarecorder>,1,Modify
46646744,1,54328498,1092,1/23/2019 13:34:20,11304,,"43017,52907",,3,620,4614550,,5223744,,"43017,53656","43488,56551",RecyclerView Items doesn't appear until i scroll it,<android><android-recyclerview><kotlin><mvp><android-constraintlayout>,2,Modify
54847411,1,54847523,1096,2/24/2019 0:11:30,0,,"43519,99388",,1,55,5277309,,,,,"43520,00799",Android NavigationUI Fragment in Fullscreen Mode,<android><android-fragments><android-fragmentactivity><android-jetpack>,1,Modify
54878343,1,54884316,1097,2/26/2019 11:17:41,7,,"43522,17563",,2,246,5301119,,6296561,,"43522,24231","43522,47061",Programmatically change ConstraintSet attribute in motion scene of MotionLayout,<android><android-layout><android-constraintlayout><android-motionlayout>,1,Modify
54728368,1,54967397,1098,"43527,39539",346,,"43512,94343",,1,110,4194655,,6296561,,"43521,30163","43527,39539",Foreground Service with a Silent Notification,<java><android><notifications><foreground-service>,2,Modify
54529117,1,55016471,1100,"43619,24689",695,,"43501,28826",,1,44,9222720,,,,,"43530,24689","I face android media player error (-38, 0) in Samsung and Google latest version mobile",<android><android-mediaplayer><samsung-mobile>,1,Modify
55038077,1,55121125,1101,"43802,50583",124,,"43531,30505",,1,141,10391394,,10391394,,"43531,40336","43536,50583",How to capture image inside the overlay in Camera2 API Android?,<android><overlay><crop><android-camera2>,2,Modify
55237055,1,55246405,1102,3/19/2019 17:02:32,7,,"43543,37681",,2,65,3134462,,2413303,,"43543,39459","43543,71009",Databinding fails with JAXB class not found exception during compilation (using kapt),<kotlin><dagger-2><android-databinding><androidx><kapt>,1,Modify
27311251,1,,,,,,"41978,32779",,3,681,1432273,,3478852,,"42023,88837","42897,34647",How to obtain package info list form primary account when application in managed profile?,<android><android-5.0-lollipop><device-policy-manager>,3,Modify
27529852,1,,,,,,"41990,67337",,3,5007,1246746,,822005,,"41990,99524","42444,07389",new android Camera2 Api on nexus 7,<android><android-camera>,4,Modify
28257607,1,,,,,,"42035,9669",,1,645,1866373,,,,,"42035,97773",SlidingTabStrip indicator underneath SlidingTabLayout,<android><android-tabs><android-sliding>,1,Modify
29071154,1,,,,,,"42079,29013",,1,300,881635,,,,,"42186,36757",Why Reveal effect not working as per Developer blog,<android><android-layout><material-design><viewanimator><circularreveal>,1,Modify
29431021,1,,,,,,"42097,46368",,5,3713,2807871,,,,,"42321,43705",Capturing 4:3 camera picture via android Camera2 API on camera with 16:9 sensor array,<android><android-camera>,2,Modify
29501618,1,,,,,,"42101,89405",,6,6075,2251601,,294248,,"42131,74087","42577,3925",How to use Mediaprojection library in android to capture screen and convert into mp4 file?,<android><android-mediarecorder><android-mediaprojection>,3,Modify
29540171,1,,,,,,"42103,56984",,1,1148,878126,,,,,"42104,79601",How to customize the scrollbar on ListView?,<android><android-listview><scrollbar>,1,Modify
29556406,1,,,,,,"42104,33971",,1,199,1735499,,192373,,"42104,52514","42117,9058",Camera2 is scaled on Front Camera of Nexus 7 2013,<android><camera>,1,Modify
29822760,1,,,,,,"42117,49823",,8,9353,2208247,,-1,,"42878,4913","42502,571","Device owner on a nonrooted device (Android L), without NFC, using adb shell, dpm set-device-owner",<android><android-5.0-lollipop><kiosk-mode>,2,Modify
30172529,1,,,,,,"42135,67226",,10,753,115145,,-1,,"42878,4944","42143,8491","When Is a TextureView's ""Consumer Side"" Closed?",<android><android-camera><textureview>,2,Modify
30334319,1,,,,,,"42143,80407",,16,9602,1100525,,4501480,,"42548,21491","43463,54242",Android camera2 face recognition,<android><android-camera><face-detection><face-recognition>,4,Modify
30622664,1,,,,,,"42158,59299",,1,1015,4969863,,4969863,,"42158,64","42775,58801",Front Camera preview is not full screen,<android><camera>,2,Modify
31154802,1,,,,,,"42186,30157",,2,1918,1465910,,-1,,"42878,50116","42615,38826",Geofencing with only GPS does not work in android,<android><gps><geolocation><geofencing><android-geofence>,3,Modify
31229953,1,,,,,,"42190,48583",,3,2394,2924714,,-1,,"42878,48933","42262,21992",get data of each android.hardware.camera2 frame before it is displayed on the surfacetexture,<android><image-processing><android-camera><android-5.0-lollipop>,2,Modify
31232008,1,,,,,,"42190,65056",,5,4521,2924714,,,,,"43390,01593",android camera2 process each frame and display its preview,<android><image-processing><android-camera><surfaceview>,1,Modify
31450919,1,,,,,,"42201,41161",,1,3044,4675078,,4675078,,"42201,51623","42488,18279",BluetoothLE BluetoothAdapter﹕ startLeScan(): null,<android><bluetooth><bluetooth-lowenergy>,1,Modify
31640783,1,,,,,,"42211,7922",,2,2254,5012866,,5012866,,"42212,59991","42822,60494",GeoDataApi.getAutocompletePredictions not working,<google-maps><google-maps-android-api-2><google-places-api>,1,Modify
31734248,1,,,,,,"42215,8885",,1,230,4576720,,4576720,,"42215,89427","42215,91302",Android Universal Music Player ic_by_genre is not displayed,<java><android><android-layout><android-resources>,1,Modify
32063524,1,,,,,,"42234,18549",,7,4011,5237329,,5237329,,"42234,19416","42765,60069",How to get each frame data using camera2 API in Android5.0 in realtime,<android><android-camera>,2,Modify
32105132,1,,,,,,"42235,85571",,1,1246,2578504,,,,,"42360,69385",Android Google Play Service Barcode scanner does not works on 1D (EAN13) barcodes,<android><google-play-services><google-vision>,1,Modify
32193244,1,,,,,,"42240,97337",,3,1679,3549440,,3549440,,"42240,98519","42244,89731",Can't debug NDK samples with Android Studio 1.3.2 on Windows,<android><c++><debugging><android-studio><android-ndk>,1,Modify
32525489,1,,,,,,"42258,58966",,1,986,1007522,,1007522,,"42258,60045","42261,03493",View doesn't fill the whole screen,<android>,3,Modify
32715573,1,,,,,,"42269,47481",,30,2306,1053097,,4702010,,"43076,49443","43099,34339",Media Recorder with Google Vision API,<android><android-camera><android-mediarecorder><google-vision><android-vision>,1,Modify
32961771,1,,,,,,"42283,18764",,9,1918,2128112,,609602,,"42289,31406","42333,9891",Camera2 API onCaptureComplete() is called but camera state is still CONTROL_AE_STATE_PRECAPTURE,<android><android-camera><camera2>,2,Modify
32970996,1,,,,,,"42283,55255",,1,936,3612630,,,,,"42286,16047","how to become the preview stream in RAW Format (Camera2 API , ImageFormate.RAW_SENSOR)?",<android><preview><camera2>,1,Modify
32988308,1,,,,,,"42284,38456",,2,745,4477690,,3374591,,"42284,40104","42284,87699",Cannot understand the details of FaceDetector object while debugging using Vision API Android,<android><google-api><google-play-services><face-detection><android-vision>,1,Modify
33151244,1,,,,,,"42292,60417",,11,8478,5137755,,,,,"43467,33159",Implement Tap to Focus in Camera2 API,<android>,3,Modify
33686656,1,,,,,,"42321,23961",,1,682,2990509,,,,,"42712,69164",How to get the universal music player to detect on device music?,<android>,1,Modify
33876196,1,,,,,,"42331,69765",,4,2155,1763748,,8892392,,"43340,34669","43340,34669","Android Camera 2, how to crop preview size",<android><preview><android-camera2>,3,Modify
34070557,1,,,,,,"42341,66624",,1,997,4158590,,2546444,,"42341,69041","42341,79807",Android camera2 Lens intrinsic calibration,<java><android><android-camera><android-hardware><android-camera2>,1,Modify
35056994,1,,,,,,"42397,37753",,1,1265,1068397,,,,,"43075,93337",Get detected face bitmap,<android><android-camera>,2,Modify
35127970,1,,,,,,"42401,42911",,1,408,1481061,,,,,"42401,45907",Protect value with fingerprint,<android><security><fingerprint><biometrics>,1,Modify
35244472,1,,,,,,"42406,7523",,1,289,5892337,,-1,,"42878,50676","42440,28488",How configure GCM for an Android Device Policy Controller (DPC),<android><google-cloud-messaging><android-5.1.1-lollipop><android-managed-profile>,1,Modify
35629725,1,,,,,,"42425,5924",,3,299,3882388,,,,,"42875,20113",How to upload obb file to Google Play via Android Publisher Java API v2,<java><upload><google-play-developer-api>,2,Modify
35660883,1,,,,,,"42426,84269",,1,716,5987752,,1000551,,"43011,58299","43011,58299",Universal Android Media Player - UAMP,<android><media-player><playback>,1,Modify
35699359,1,,,,,,"42429,51234",,2,337,77887,,,,,"42550,39759",NearbyBackgroundBeacons demo returns unknown status code 2801 on subscribe,<android><google-api><google-play-services><bluetooth-lowenergy><google-nearby>,1,Modify
35811411,1,,,,,,"42434,31375",,7,4829,922584,,2057709,,"42435,17574","43194,51994",Accessing AutoFocus/Flash with Google Vision BarCode Reader,<android><android-camera><barcode-scanner><camera-flash>,2,Modify
35877936,1,,,,,,"42437,8765",,6,1661,5709159,,-1,,"42878,51118","42458,20387",Who has a material how to work with the Face Detection Camera 2 API?,<java><android><camera><android-camera>,2,Modify
36051791,1,,,,,,"42446,19328",,1,1129,3424397,,759866,,"42544,99105","42544,99105",Face detection with android.hardware.Camera2,<android><android-5.1.1-lollipop><android-camera2>,1,Modify
36174807,1,,,,,,"42452,41225",,8,4355,759684,,1033581,,"43083,44726","43355,69867",How to programmatically take Photos while recording Video using Camera2 API in Android,<android><image><video><android-camera2>,6,Modify
36265659,1,,,,,,"42457,65282",,3,3663,6064497,,6064497,,"42457,83442","42530,46579",How Capture Picture while mobile vision api - face tracking,<android><google-vision>,2,Modify
36440019,1,,,,,,"42466,07301",,1,199,6072423,,6083675,,"42466,08859","43390,74501",I can't detect face with camera2,<java><android><camera2>,1,Modify
36481333,1,,,,,,"42467,66204",,4,827,5967417,,,,,"42493,91861",Google nearby API background scan doesn´t work after application kill,<android><google-play-services><beacon><google-nearby>,2,Modify
36530511,1,,,,,,"42470,5706",,1,679,764897,,,,,"43367,24329",How to implement Google Fit step counter within a Fragment,<android><google-fit>,1,Modify
36669064,1,,,,,,"42476,83355",,1,3823,5991732,,5991732,,"42478,04903","43542,55376",Create on click focus on CameraSource - Android QR Code detection,<android><camera><android-camera><qr-code><android-vision>,3,Modify
36715739,1,,,,,,"42479,4373",,2,1541,5524420,,2606144,,"42529,43894","42529,43894",camerasource takepicture is not working,<java><android><android-camera>,1,Modify
36739298,1,,,,,,"42480,39097",,2,592,5904387,,5904387,,"42534,42833","42830,06825",Android camera2 delay between the video to the sound,<android><android-mediarecorder><camera2>,1,Modify
36755427,1,,,,,,"42480,88995",,3,454,3641308,,-1,,"42878,50575","43524,46468",Unable to integrate ffmpeg as a native dependency for an Android NDK project,<android><android-studio><ffmpeg><android-ndk><gradle-experimental>,1,Modify
36964572,1,,,,,,"42491,34645",,2,616,4812993,,4812993,,"42491,7975","42807,84852",HandlerThread blocks UI android,<android><multithreading><android-camera2><android-looper><android-handlerthread>,2,Modify
37539614,1,,,,,,"42521,31659",,1,1399,5693666,,,,,"43144,31118",Camera2Video Api full screen preview and video quality,<android><camera><android-camera><android-camera2>,3,Modify
37547385,1,,,,,,"42521,56843",,1,376,6404917,,,,,"42543,526",GeoFencing Best Stratigies,<android><android-geofence><google-geolocation><android-fusedlocation>,1,Modify
37623264,1,,,,,,"42524,87172",,7,1900,73594,,,,,"42935,59968",How to get the current frame (as a Bitmap) for android facedetector in a Tracker event?,<android><vision>,1,Modify
37642551,1,,,,,,"42526,56813",,3,1850,6426789,,5709159,,"42555,66946","42555,66946",Android Camera2 API JPEG_QUALITY not available,<android><android-camera2>,1,Modify
37908660,1,,,,,,"42540,63012",,2,1691,1617737,,-1,,"42878,50605","42705,4624",How to use flashlight/torch with Google Vision barcode reader API?,<android><google-play-services><barcode-scanner><flashlight><google-vision>,1,Modify
37936693,1,,,,,,"42542,25421",,2,1476,6363024,,,,,"42542,3022",How do I get android location once at the push of a button?,<java><android><android-location>,2,Modify
38296278,1,,,,,,"42561,86171",,4,2637,3178944,,-1,,"42878,51353","43374,86534",Mockito: How do I use getString with mockito?,<android><unit-testing><mockito><android-context>,3,Modify
38535355,1,,,,,,"42573,88617",,10,3877,793197,,,,,"42964,63402",android textureview full screen preview with correct aspect ratio,<java><android><android-camera><android-camera2><android-textureview>,3,Modify
38869938,1,,,,,,"42592,41152",,1,197,4152203,,,,,"42592,41436",Android Send Data via Blue Tooth Low Energy adapter,<android><bluetooth><bluetooth-lowenergy>,1,Modify
38901921,1,,,,,,"42593,69493",,10,307,625675,,,,,"42606,72216",Intent not received from Android Geofence event,<java><android><android-intent><geofencing><android-geofence>,1,Modify
39075163,1,,,,,,"42604,37297",,2,770,4070636,,,,,"42668,58213",Set OCR whitelist in the TextRecognizer,<android-vision>,1,Modify
39131973,1,,,,,,"42606,82874",,1,104,5402174,,1841827,,"42606,90815","42760,83416",MediaRouterProvider not visible in the network,<android><casting><upnp><mediarouter>,1,Modify
39253010,1,,,,,,"42613,62356",,1,299,4711153,,4711153,,"42648,65932","43471,33138",Android Camera2 - Remove black space between camera and bottom bar,<android><android-camera2>,1,Modify
39363500,1,,,,,,"42620,30267",,1,2781,5549837,,5549837,,"42621,30793","42621,30793",setAlarmClock not exact in android marshmallow,<android><alarmmanager><android-alarms>,1,Modify
39481821,1,,,,,,"42627,12265",,1,579,4681266,,,,,"42633,37203",Use Camera2 to Preview and Process camera data,<android><android-camera2>,1,Modify
39585232,1,,,,,,"42633,14181",,2,158,4652534,,,,,"42633,22898",Android in app purchase where to register receiver,<java><android><in-app-purchase><in-app-billing>,1,Modify
39982859,1,,,,,,"42654,71556",,1,1584,6725342,,,,,"42655,71244",Linking static libraries libm.a or libc.a with NDK cmake,<android><c++><android-ndk><cmake><clang>,1,Modify
40144970,1,,,,,,"42663,14696",,9,3229,20242,,20242,,"42664,99131","42682,51587",Android MVP with Dagger 2 - Activity with multiple fragments,<android><mvp><dagger-2>,1,Modify
40533276,1,,,,,,"42684,71258",,2,1167,6325994,,,,,"43323,66758",Android: Camera2 switching between back and front camera,<android><android-camera><android-camera2>,1,Modify
41221284,1,,,,,,"42723,46484",,3,3425,1016472,,,,,"42930,27722",How to change aspect ratio of camera2 preview?,<android><android-camera2>,1,Modify
41296030,1,,,,,,"42727,25537",,2,2496,4302472,,4302472,,"42727,26514","42727,38103","Swipe refresh to be called only when user swipes for it, not when user reaches top of list",<android><android-support-library><swiperefreshlayout>,4,Modify
41518374,1,,,,,,"42742,25204",,1,458,1007302,,,,,"42816,38463",How can i get the image as in the preview size of TextureView in camera 2,<android><android-camera2>,1,Modify
41623247,1,,,,,,"42747,89101",,2,3377,170451,,170451,,"42747,89525","43279,46598",Android Espresso test: Class not found: ...Empty test suite,<android><android-studio><gradle><android-gradle><android-espresso>,1,Modify
41680922,1,,,,,,"42751,68979",,1,115,3052244,,,,,"42850,56456",Camera2 in FragmentPagerAdapter,<android><android-fragments><camera><android-viewpager>,1,Modify
41713056,1,,,,,,"42753,28529",,1,375,4670082,,1000551,,"42753,87681","42753,87681",Take photo with bitmap in android camera,<android><bitmap><android-bitmap><google-vision>,1,Modify
41766196,1,,,,,,"42755,61221",,3,665,4670082,,4670082,,"42755,61612","43289,30102",Face Tracker CameraSource Android: How to brighten front camera quality?,<android><android-studio><camera><google-vision><front-camera>,1,Modify
41773621,1,,,,,,"42755,9512",,3,3176,5710376,,,,,"43104,00791",camera2 output to Bitmap,<java><android><bitmap><google-vision>,1,Modify
41828237,1,,,,,,"42759,51863",,5,929,3893550,,3893550,,"42762,9473","42768,62825",Android In-app purchase NullPointerException,<java><android><nullpointerexception><in-app-purchase>,2,Modify
41926591,1,,,,,,"42764,92977",,6,2179,1096141,,1096141,,"42765,8874","42871,9019",How to reuse the Surface of MediaRecorder in the camera2 API on Android?,<android><video><mediarecorder><android-camera2>,1,Modify
41985926,1,,,,,,"42767,72705",,3,1480,3052244,,-1,,"42878,52378","43157,85661",Camera2 full screen preview and image capture,<android><camera>,2,Modify
42107466,1,,,,,,"42774,32677",,2,2351,1166926,,1166926,,"42774,40463","43565,57547",Android Mobile Vision API detect mouth is open,<android><face-recognition><android-vision>,5,Modify
42268602,1,,,,,,"42782,35483",,1,79,6029834,,-1,,"42878,51186","42782,40286",How to update closed/killed app from IntentReceiver?,<android><broadcastreceiver><updates><android-geofence>,1,Modify
43319318,1,,,,,,"42835,38913",,1,1063,7726613,,-1,,"42878,51221","43107,64829",Android Camera2 API preview sometimes distorted,<android><preview><android-camera2><distortion><camera2>,2,Modify
43382586,1,,,,,,"42838,10475",,1,261,7789011,,4625829,,"42838,11534","43066,86862",How to use Firebase with the Android universal music player?,<android><firebase><android-asynctask><callback><firebase-realtime-database>,1,Modify
43440909,1,,,,,,"42841,78995",,1,476,7875525,,,,,"42841,8094",Get byte array with Android Vision scanning pdf417 barcode,<android><android-vision>,1,Modify
43515031,1,,,,,,"42845,38021",,1,152,782094,,782094,,"42845,38896","43378,34738",Why does SyncAdapter create a default periodic sync even though I have not called addPeriodicSync()?,<java><android><android-syncadapter>,2,Modify
43632379,1,,,,,,"42851,46186",,1,467,1829753,,1829753,,"42859,28594","43031,62779",Android vision api OCR example is not detecting all text,<android><android-vision>,1,Modify
44022751,1,,,,,,"42872,45175",,2,356,7387039,,7387039,,"42872,47466","42874,41358","onLocationChanged never called , GoogleApiClient",<android><google-maps><geolocation><google-api-client>,2,Modify
44181562,1,,,,,,"42880,55243",,1,667,2459623,,2459623,,"42880,60721","42880,60721",[Android]Registering fingerprints in application,<android><android-fingerprint-api>,1,Modify
45461226,1,,,,,,"42949,52983",,12,9692,3792476,,3792476,,"42957,35627","42957,52297",Android - Switch between front and back camera while recording a video,<android><android-layout><video><android-camera><android-camera2>,2,Modify
45593065,1,,,,,,"42956,58904",,4,1374,4491620,,5458344,,"43298,63948","43298,63948",How to configure OpenSL to record voice call,<android><audio><android-ndk><opensl>,1,Modify
45692889,1,,,,,,"42962,52213",,3,633,4614669,,4614669,,"42962,5256","43020,71829",Android Camera 2 API problems with flash on Nougat 7.1,<android><flash><android-camera><android-7.0-nougat><android-camera2>,1,Modify
46119375,1,,,,,,"42986,62476",,5,1251,2283624,,2283624,,"42999,4849","42999,4849",Architecture Components ViewModels inject with dagger with params that come from the Activity/Fragment,<android><mvvm><dagger-2><dagger><android-architecture-components>,1,Modify
46134466,1,,,,,,"42987,81969",,1,105,5051423,,5051423,,"42987,82455","42987,88968",Android In-app purchase NullPointerException Purchase.getSku(),<java><android><in-app-purchase><in-app-billing>,1,Modify
46465056,1,,,,,,"43006,37397",,6,8033,4440076,,4440076,,"43006,39376","43569,82044",AppCompatActivity not implementing LifecycleOwner,<java><android><android-architecture-components><android-architecture-lifecycle>,2,Modify
46533989,1,,,,,,"43010,89517",,4,497,917467,,,,,"43052,42656",Inject ViewModelFactory.Provider in activity for espresso testing,<android><dagger-2>,1,Modify
46543877,1,,,,,,"43011,4916",,1,67,4007027,,-1,,"43564,81674","43011,49855",How to play multiple songs together in sync?,<android><audio><android-ndk><audio-player><opensl><android-music-player>,1,Modify
46601474,1,,,,,,"43014,35186",,2,429,2877822,,1083957,,"43014,44214","43014,44214",How to bind into map with multi ViewModelFactory using Dagger2,<java><android><dagger-2><dagger.android><android-architecture-components>,1,Modify
47248029,1,,,,,,"43051,46189",,1,499,1238164,,,,,"43053,06264",Memory leak with Android camera2 API,<java><android><memory-leaks>,1,Modify
47528461,1,,,,,,"43067,41061",,1,143,3469444,,8525773,,"43067,51888","43068,06566",Google play service sample not getting location offline,<android><gps><location><google-play-services><android-fusedlocation>,2,Modify
47529737,1,,,,,,"43067,45285",,2,3017,5815054,,5815054,,"43073,38199","43336,8888",Avoid 'Variant Selection Conflicts' warning when using android test plugin without release variant,<android><android-studio><android-testing><android-gradle-3.0><gradle-android-test-plugi>,1,Modify
47533726,1,,,,,,"43067,59457",,6,422,4968955,,,,,"43342,81163",How to use MediaCodec with Camera2?,<android>,1,Modify
47621046,1,,,,,,"43072,72294",,1,151,741920,,,,,"43188,72441",Closing the Android CameraDevice is slow and hangs the application,<android><android-camera2>,1,Modify
47839974,1,,,,,,"43084,88753",,1,479,1850484,,1850484,,"43084,89593","43440,68499",Save real-time detected face(Track Faces) image using 'android-vision' library,<java><android><android-vision>,1,Modify
47874391,1,,,,,,"43087,77068",,2,596,3456952,,3456952,,"43089,16708","43113,69846",Dagger 2 inject ViewModel odd behavior (ViewModel not re-used on screen rotation),<android><mvvm><android-lifecycle><dagger-2>,1,Modify
47880718,1,,,,,,"43088,24208",,1,42,4650625,,,,,"43088,43711",how transferring data to connected bluetooth LE device,<java><android><bluetooth><hex><bluetooth-lowenergy>,1,Modify
48095462,1,,,,,,"43104,52429",,1,161,8439566,,472495,,"43105,78258","43105,78258",How to pass the actual barcode scanned to an ImageView,<android><barcode><google-vision>,1,Modify
48105925,1,,,,,,"43105,05725",,1,596,1866373,,,,,"43105,12618","Should my mvvm, livedata app cancel network requests when app is backgrounded?",<android><mvvm><android-architecture-components><android-architecture-lifecycle>,1,Modify
48198374,1,,,,,,"43111,03733",,1,301,1726452,,1726452,,"43111,34622","43111,34622",Continuously take still photo with android Camera2,<android><android-camera><android-camera2>,1,Modify
48241802,1,,,,,,"43113,68397",,1,224,2919354,,2649012,,"43113,70316","43256,17081",Dagger 2 - two instances of the same View model are created,<android><viewmodel><dagger-2><dagger.android>,1,Modify
48382642,1,,,,,,"43122,55927",,1,90,1568480,,,,,"43125,77667",Prevent Android Wear Complication Tinting,<java><android><wear-os><android-wear-complication>,1,Modify
48524083,1,,,,,,"43130,61362",,1,452,9013967,,9013967,,"43131,3538","43131,42814",Camera2 API Working Only for First 5 Pictures,<java><android><android-camera2>,1,Modify
48604251,1,,,,,,"43135,12411",,3,2084,3550413,,,,,"43138,84269",Observing IMPORT LiveData from ViewModel and notify UI,<android><mvvm><kotlin><android-architecture-components>,1,Modify
48608334,1,,,,,,"43135,54395",,1,264,2568647,,2649012,,"43135,63708","43135,66856",Google Vision API CameraSourcePreview FPS,<android><android-camera><frame-rate><face-recognition><google-vision>,1,Modify
48675221,1,,,,,,"43138,98971",,6,833,8073535,,,,,"43383,17325",Location Updates with FusedLocationProviderClient produces memory leaks,<android><memory-leaks><google-api-client><fusedlocationproviderclient><location-updates>,1,Modify
48887518,1,,,,,,"43151,60352",,1,476,3026578,,3026578,,"43153,52698","43482,94591",Espresso Test Fail due to App not Idle Exception: The following Idle Conditions failed ASYNC_TASKS_HAVE_IDLED,<android><unit-testing><android-espresso><android-instrumentation>,1,Modify
49940190,1,,,,,,"43210,45999",,4,784,1729650,,2638235,,"43210,52479","43210,52479",Instant App not available for testing,<android><android-instant-apps>,1,Modify
50735291,1,,,,,,"43258,31119",,2,538,7456015,,2649012,,"43258,40369","43258,85786",Screen Sharing between Devices using Media Projection API,<android><mediacodec><mediamuxer><android-mediaprojection>,1,Modify
50782496,1,,,,,,"43261,41374",,2,411,3998718,,,,,"43261,8385",How to specify which thread(s) room live queries to run on?,<android><android-room><android-architecture-components>,1,Modify
50797934,1,,,,,,"43262,52567",,13,138,517247,,517247,,"43281,18073","43281,18073",UAMP MediaBrowser orientation,<android><mediabrowserservicecompat>,1,Modify
51067310,1,,,,,,"43278,67736",,3,175,8594312,,-1,,"43564,81674","43436,12438",Adding media item to MediaBrowserService,<java><android><media-player><audio-player><mediabrowserservice><android-music-player>,1,Modify
51192192,1,,,,,,"43286,54883",,3,145,8065997,,8065997,,"43288,47315","43305,42345",How to record video that is already streamed on onPreviewFrame,<android><video-streaming><android-camera><opentok><android-video-record>,2,Modify
51203665,1,,,,,,"43287,23824",,3,188,4050406,,4050406,,"43287,23984","43287,24904",Is it possible to use SingleLiveEvent with Room in Android?,<android><android-room><android-livedata>,1,Modify
51252795,1,,,,,,"43290,81233",,1,132,9599554,,,,,"43356,52769",Can't get Google Fit OAuth 2.0 linked to WearOS App,<android><wear-os><google-fit>,1,Modify
51365460,1,,,,,,"43297,64918",,4,245,2800835,,2649012,,"43297,69041","43525,49286",DataBoundListAdapter with multiple item types,<android><android-recyclerview><recycler-adapter><android-architecture-components>,2,Modify
51387282,1,,,,,,"43298,73242",,1,303,6767268,,,,,"43299,46164",Android In App billing fails with repsonse code 6,<android><in-app-purchase><google-play-services><in-app-billing>,1,Modify
51393867,1,,,,,,"43299,20823",,1,639,3947344,,,,,"43299,55705",What is the correct way to create a ViewModelFactory for an AndroidViewModel,<android><dependency-injection><kotlin><android-viewmodel>,1,Modify
51801851,1,,,,,,"43323,706",,3,419,1083957,,1083957,,"43330,57763","43562,80534",Inject activity's ViewModel into fragment's ViewModel,<android><dagger-2><android-architecture-components><android-viewmodel><dagger-android>,1,Modify
51879224,1,,,,,,"43328,59479",,5,1008,6368390,,4972317,,"43328,89858","43385,6083",The Navigation Architecture Component animation,<android><kotlin><navigation>,1,Modify
51892029,1,,,,,,"43329,38275",,1,122,5209766,,5209766,,"43333,26876","43333,29838",Video inverts 180 after recording in front camera 2 api,<android><android-camera2>,1,Modify
51988969,1,,,,,,"43335,63215",,2,376,10191400,,10191400,,"43335,73347","43335,73347",How to link correctly C++ files to an existing Android Project in Android Studio?,<android><c++>,2,Modify
52454186,1,,,,,,"43365,27597",,3,157,5381331,,,,,"43390,46626",IMPORT pattern with paging library,<android><android-paging-library>,1,Modify
53141233,1,,,,,,"43408,55303",,1,76,4159664,,,,,"43408,6272",Android ViewPager preloading too much fragments,<android><android-viewpager>,1,Modify
53494927,1,,,,,,"43431,3235",,6,63,517247,,,,,"43439,45503",MediaBrowserCompat queue find item,<android><android-mediasession>,1,Modify
54073476,1,,,,,,"43472,47617",,1,45,7640725,,7640725,,"43472,48666","43472,49859",Cannot create directory and save picture taken by camera in storage/emulated/0,<android><camera><storage><external>,1,Modify
